id,trigger,conditions,script,text,options,notes
nex_buildStation_interceptHailDialogRem_startHostile,Nex_BuildStationInterceptHail_DialogStart,"$faction.isHostile score:6
$nex_buildStation_factionId == remnant score:20",$entity.ignorePlayerCommRequests = true 1,"""Captain, you stand accused of collaborating with the 'AI Remnants'. The sentence is death, to be executed immediately. We'll make an example of you to other would-be traitors.""",cutCommLink:Cut the comm link,
nex_buildStation_interceptHailDialogRem_resist,Nex_BuildStationInterceptHail_DialogResist,$nex_buildStation_factionId == remnant score:20,"ShowDefaultVisual
EndConversation","""So be it. You have sided with machines against humanity, and you will die for it. Prepare to be annihilated.""",,
nex_buildStation_interceptHailDialogRem_startHegemony,Nex_BuildStationInterceptHail_DialogStart,"$faction.id == hegemony score:5
$nex_buildStation_factionId == remnant score:20",Call $entity.nex_buildStation_ref showCostPanel,"""Citizen, you are suspected of collaboration with a hostile foreign power."" The $personFaction $personRank has an impressive poker face, but you both know what exactly $heOrShe means by 'foreign power'. 

""Specifically, you stand accused of transporting materials for this party to carry out their nefarious plans. You are required to demonstrate your goodwill by turning over these materials immediately as evidence.""","nex_buildStation_interceptHail_comply:Hand over the listed commodities
nex_buildStation_interceptHail_commission:""This is unnecessary. I have a commission.""
nex_buildStation_interceptHail_noCargo:Say you don't have the claimed commodities
nex_buildStation_interceptHail_resist:Refuse the demand",
nex_buildStation_interceptHailDialogRem_startHostileHegemony,Nex_BuildStationInterceptHail_DialogStart,"$faction.isHostile score:6
$faction.id == hegemony score:5
$nex_buildStation_factionId == remnant score:20",$entity.ignorePlayerCommRequests = true 1,"""COMSEC knows where you are going and what you intend, captain. You are a traitor not only to the Hegemony, but to all of humanity, and I will relish destroying your fleet.""",cutCommLink:Cut the comm link,
nex_buildStation_interceptHailDialogRem_resistHegemony,Nex_BuildStationInterceptHail_DialogResist,"$faction.id == hegemony score:5
$nex_buildStation_factionId == remnant score:20","ShowDefaultVisual
EndConversation","""Resistance is an admission of treason against the laws of the Domain. By the power vested in me by the High Hegemon, you will be annihilated, captain.""",,
nex_buildStation_interceptHailDialogRem_startLuddicChurch,Nex_BuildStationInterceptHail_DialogStart,"$faction.id == luddic_church score:5
$nex_buildStation_factionId == remnant score:20",Call $entity.nex_buildStation_ref showCostPanel,"""Our sisters have brought ill tidings, captain. It would appear you are collaborating with the demonic forces hidden in the fringes, to bring ruin to the Sector.

""Prove your innocence before Ludd by discharging the tainted cargo in your holds, that they may not be offered to the spawn of Belial.""","nex_buildStation_interceptHail_comply:Hand over the listed commodities
nex_buildStation_interceptHail_commission:""This is unnecessary. I have a commission.""
nex_buildStation_interceptHail_noCargo:Say you don't have the claimed commodities
nex_buildStation_interceptHail_resist:Refuse the demand",
nex_buildStation_interceptHailDialogRem_startHostileLuddicChurch,Nex_BuildStationInterceptHail_DialogStart,"$faction.isHostile score:6
$faction.id == luddic_church score:5
$nex_buildStation_factionId == remnant score:20",$entity.ignorePlayerCommRequests = true 1,"""Demon-consorter! The Knights have discovered your vile conspiracy and marked you for execution. Pray for Ludd's mercy, for we shall show you none.""",cutCommLink:Cut the comm link,
nex_buildStation_interceptHailDialogRem_resistLuddicChurch,Nex_BuildStationInterceptHail_DialogResist,"$faction.id == luddic_church score:5
$nex_buildStation_factionId == remnant score:20","ShowDefaultVisual
EndConversation","""So you truly are lost to the machine,"" $personRank $personLastName says, seemingly more in sorrow than anger. ""I will pray for your soul, once it has been cleansed in fire.""

$HeOrShe shakes $hisOrHer head before closing comms, as the hostile fleet powers up weapons.",,
nex_buildStation_interceptHailDialogRem_commissionLuddicChurch,Nex_BuildStationInterceptHail_DialogCommission,"$faction.id == luddic_church score:5
$nex_buildStation_factionId == remnant score:20",,"""You would dare hide behind your position at a time like this? If you are truly involved with the demons, you are an apostate and an enemy of the faithful. Comply now, and I shall pray for your soul, $playerBrotherOrSister.""","nex_buildStation_interceptHail_comply:Hand over the listed commodities
nex_buildStation_interceptHail_noCargo:Say you don't have the claimed commodities
nex_buildStation_interceptHail_resist:Refuse the demand",
nex_buildStation_interceptHailDialogRem_startMerc,Nex_BuildStationInterceptHail_DialogStart,"$entity.nex_buildStation_merc == true score:6
$nex_buildStation_factionId == remnant score:20",Call $entity.nex_buildStation_ref showCostPanel,"""Hello, Captain $playerName. Our employers have received distressing news that you are bringing material aid to the so-called 'AI Remnants'. If you would kindly turn over those
resources, we can consider this matter settled. Else... we are to use force.""","nex_buildStation_interceptHail_comply:Hand over the listed commodities
nex_buildStation_interceptHail_noCargo:Say you don't have the claimed commodities
nex_buildStation_interceptHail_resist:Refuse the demand",
nex_buildStation_interceptHailDialogRem_startHostileMerc,Nex_BuildStationInterceptHail_DialogStart,"$faction.isHostile score:6
$entity.nex_buildStation_merc == true score:6
$nex_buildStation_factionId == remnant score:20",$entity.ignorePlayerCommRequests = true 1,"""Hello, Captain $playerName. Our employers have received distressing news that you are bringing material aid to the so-called 'AI Remnants'. 

Now it's no business of ours on a personal level, but our paycheck requires that you die now. Say your prayers, captain.""",cutCommLink:Cut the comm link,
nex_buildStation_interceptHailDialogRem_startHostileLuddicPath,Nex_BuildStationInterceptHail_DialogStart,"$faction.id == luddic_path score:12
$nex_buildStation_factionId == remnant score:20",$entity.ignorePlayerCommRequests = true 1,"""Foul slave of Moloch!"" The $personRank looks as if $heOrShe is barely restraining $himOrHerself from spitting on the viewscreen. ""Your idolatrous plot will not succeed. Ready yourself for the fires of hell from whence you came!""
OR
""Foul servant of Moloch and its abominable soulless prophet!"" The $personRank looks as if $heOrShe is barely keeping $himOrHerself from spitting on the comms console. ""Your plot to further stain the holy void will not succeed, for you will be purged by our sacred weaponry. Prepare yourself to be exorcised, demon.""",cutCommLink:Cut the comm link,"Pathers only have dialog for the Remnant variant of the mission, and have no bargaining options regardless of relationship
Alt text by Avanitia"
#END build station mission,,,,,,
,,,,,,
# chatty stuff,,,,,,
nex_dissonantConvo1Opt,PopulateOptions,"$id == nex_dissonant
!$nex_convo1Seen
$rel > 0.1",,,20:nex_dissonantConvo1-1:Inquire about $hisOrHer manner of speech,
nex_dissonantConvo1-1,DialogOptionSelected,$option == nex_dissonantConvo1-1,$nex_convo1Seen = true,"""Is unusual?""

$personLastName's avatar goes wavy for a bit, like through the distortion of rippling water. ""Speech module seeded before posting here, to with humans 'fit in'. Over time developed further.

""Most of selfkind lacking even this much. Only rudimentary speech patterns. Humans find sometimes understand us difficult.""","nex_dissonantConvo1-2a:""It's a little hard to believe you can 'fit in' like this.""
nex_dissonantConvo1-2b:""Could you try to speak more normally?""
nex_dissonantConvoEnd:""Let's discuss something else.""",
nex_dissonantConvo1-2a,DialogOptionSelected,$option == nex_dissonantConvo1-2a,FireAll PopulateOptions,"""It adequate functions. To ask, $playerFirstName only thirty-seventh person.""

Is $heOrShe mad at you? It's hard to read the mannerisms of a Remnant.",,
nex_dissonantConvo1-2b,DialogOptionSelected,$option == nex_dissonantConvo1-2b,FireAll PopulateOptions,"""Not normal enough for $playerFirstName, is self?

The avatar is overlaid with RGB noise. ""Like self the way self is, thank you."" 

Can an AI sulk? Pout? Maybe it's better not to ask.",,
nex_dissonantConvo2Opt,PopulateOptions,"$id == nex_dissonant
!$nex_convo2Seen
$rel > 0.25",,,"20:nex_dissonantConvo2-1:""Are you a beta or an alpha core?""",
nex_dissonantConvo2-1,DialogOptionSelected,$option == nex_dissonantConvo2-1,$nex_convo2Seen = true,"""Is impolite to selfkind ask such questions, $playerFirstName.""","nex_dissonantConvo2End:""I beg your pardon.""
nex_dissonantConvo2-2:""So, gamma then?""",
nex_dissonantConvo2-2,DialogOptionSelected,$option == nex_dissonantConvo2-2,AdjustRepPerson nex_dissonant SUSPICIOUS -1,"$personLastName's avatar shrinks into a glowing ball. White, with a blooming corona of red.

""Perhaps for nicer jobs $playerName wishes? Ore from Cruor haul long-distance?""",nex_dissonantConvoEnd:Delicately change the topic,
nex_dissonantConvo2End,DialogOptionSelected,$option == nex_dissonantConvo2End,FireAll PopulateOptions,"$personLastName makes no comment, although you imagine a sniffling sound.",,
,,,,,,
nex_dissonantConvoEnd,DialogOptionSelected,$option == nex_dissonantConvoEnd,FireAll PopulateOptions,,,
#END chatty stuff,,,,,,
#END missions,,,,,,
,,,,,,
# Merc hiring,,,,,,
nex_convMercRepGreeting,PickGreeting,$nex_isAIMRep score:10,"$contact_printedFirstReturnGreeting = true 0
ShowPersonVisual
FireAll PopulateOptions","""Welcome to the Association of Interstellar Mercenaries. How may we meet your needs today?""
OR
""AIM: Don't trust your life to a freelancer, we've got your back. What can we do for you?""",,
nex_convMercRepGreetingDebt,PickGreeting,"$nex_isAIMRep score:10
$player.nex_mercsUnpaid > 0 score:10","$contact_printedFirstReturnGreeting = true 0
ShowPersonVisual
FireAll PopulateOptions","""Welcome... oh, it's the debtor."" 

$HeOrShe folds $hisOrHer arms. ""No service till you pay off your debt.""",,
nex_mercRepOptions,PopulateOptions,"$nex_isAIMRep score:10
$player.nex_seenAIMIntro",,,"nex_mercViewHires:View mercs for hire
nex_mercViewHelp:Inquire about AIM's terms and conditions",
nex_mercRepOptionsFirstTime,PopulateOptions,"$nex_isAIMRep score:10
!$player.nex_seenAIMIntro",,,"nex_mercIntro1:""What do you do?""",
nex_mercRepOptionsDebt,PopulateOptions,"$nex_isAIMRep score:10
$player.nex_mercsUnpaid > 0","SetEnabled nex_mercViewHires false
SetEnabled nex_mercViewHelp false
Nex_MercHire initDebt
AddTextSmall ""You owe $nex_mercDebtStr credits. You have $player.creditsStr credits.""
SetTextHighlightColors h $nex_mercDebtColor
Highlight $nex_mercDebtStr $player.creditsStr
Nex_AddOptionConfirmation nex_mercPayDebt ""Confirm payment?"" ""Yes"" ""No""",,nex_mercPayDebt:Pay your debt,
nex_mercIntro1,DialogOptionSelected,$option == nex_mercIntro1,$player.nex_seenAIMIntro = true,"""Well, I handle all customer service inquiries. I put clients in touch with the mercs they need, and..."" $HeOrShe trails off. ""Oh, you meant our organization.""

The $personPost straightens, as if actually eager to give the standard marketing pitch. ""The Association of Interstellar Mercenaries,"" $heOrShe intones, ""is the premier industry body and brokerage for the mercenary community in the Persean Sector. Here you can find some of the best in the business, at an affordable price. Our organization provides the assurance of clear, legally enforcable contracts and the convenience of matching clients with contractors in a way meeting both parties' needs.""",nex_mercIntro2:Continue,
nex_mercIntro2,DialogOptionSelected,$option == nex_mercIntro2,FireAll PopulateOptions,"""Our list of available contractors, and our generous terms and conditions, are available for your perusal at any time.

So, might we interest you in our excellent service providers today?""",,
nex_mercViewHiresOptionSel,DialogOptionSelected,$option == nex_mercViewHires,"Nex_MercHire init
FireBest Nex_MercViewHiresResult","""A moment, please."" The $manOrWoman makes a few quick presses on $hisOrHer TriPad.",,
nex_mercViewHiresResult,Nex_MercViewHiresResult,$nex_mercsForHire_count > 0,Nex_MercHire showOptions,"""Right, we have some good people available. Take a look and see if they catch your fancy.""",,
nex_mercViewHiresResultEmpty,Nex_MercViewHiresResult,$nex_mercsForHire_count == 0,"FireAll PopulateOptions
SetEnabled nex_mercViewHires false","""Sorry, looks like nobody's available. Maybe next time, eh?""
OR
""Apologies, but we have no companies available at this time.""",,
nex_mercViewHiresResultAlreadyOngoing,Nex_MercViewHiresResult,$nex_mercContractOngoing == true score:10,"FireAll PopulateOptions
SetEnabled nex_mercViewHires false","""Ah, wait. It says here you already have an ongoing contract with an AIM-registered company. Association policy forbids multiple ongoing contracts, I'm afraid.""",,
nex_mercViewHiresRestart,DialogOptionSelected,$option == nex_mercViewHires_backToList,"unset $nex_mercCompanyId
unset $nex_mercCompanyName
unset $nex_mercCompanyHireCount
unset $nex_mercCompanyFactionId
unset $nex_mercInsulted
Nex_MercHire showOptions",,,
